pair_id,stratum,snag_a,snag_b,text_a,text_b,nn_similarity,label,labeller
236,cross,103260,93746,AIRCRAFT WAS NOT GROUNDED: FLASHLIGHT LOCATED AT FORWARD ENTRY JUMPSEAT 3 IS INOPERATIVE. REMOVED AND REPLACED FLASHLIGHT. PER 25-64-00-600.,"""FOUND CORROSION UNDER SEAT TRACK ON LBL9 FLOOR BEAM BETWEEN FS 1000 AND 1060. FOUND CORROSION UNDER SEAT TRACK ON LBL9 FLOOR BEAM BETWEEN FS 1000 AND 1060. BLENDED CORROSION ON LBL9 FLOOR BEAM BETWEEN FS 1000 AND 1060 IAW CRJ700 SRM 51-21-06-001-001-A01. C/W UTT ON LBL9 FLOOR BEAM FS 1000 TO 1060 IAW CRJ 700 NDTM PART 01 51-20-004-270-A01. FOUND 100% MATERIAL LOSS BETWEEN FS 1015 AND 1050. ALL OTHER MEASUREMENTS RECORDED ON PART VISIBLE CRACK FOUND IN REWORKED AREAS ON LBL 9 FLOOR BEAM BETWEEN FS 1015-1050 REQUIRES REPAIR UPON FURTHER INVESTIGATION ON LBL9 FLOOR BEAM BETWEEN FS1000-FS1060 FOUND NO DAMAGE IS ALLOWED FOR THAT AREA AND THAT THE CRACK FOUND IN REWORKED AREA IS ACTUALLY 100% MATERIAL LOSS FROM BLENDING THE CORROSION AT LBL9 AT FS1029 IAW CRJ700 SRM 53-61-43-101-001-A01 ALL BLENDED AREAS AT LBL9 FLOOR BEAM BETWEEN FS 1000 AND 1060 REQUIRES HFEC PERFORMED HFEC OF FLOOR BEAM LBL9 FS1000-FS1060 REWORKED AREAS EXCLUDING 100% MATERIAL LOSS SECTION IAW CRJ 700 NDTM PART 1 51-20-006-250-A01. NO INDICATIONS NOTED AT THIS TIME. REPAIR THE BEAM PER SRM. LOCATED AND DRILLED NEW FABRICATED FLOOR BEAM (MADE FROM 7075-T73511 PO# 5-37778) FOR LBL 9 FROM FS 977 - FS 1098 AND FABRICATED, LOCATED, AND DRILLED REPAIR PARTS, ITEM 12 (7EA) MADE FROM (7075-T6 0.090"""" PO# 5-45293) IAW CRJ 700 SRM 53-00-41-201-001-A01 STEP 5B(5) TO 5B(9) (A, B, AND C) AND CRJ 700 SRM 51-40-11-001-001-A01 INSTALLED NEW SPLICE REPAIR, ITEM 12 (7EA), ON FLOOR BEAM LBL 9 FROM FS 977 TO FS 1098 IAW CRJ700 SRM 53-00-41-201-001-A01 STEP 5B(10) AND 51-42-21-001-001-A01 REMOVED /INSTALLED FACTORY SPLICE FROM FS 977 AT LBL9 FLOOR BEAM TO FOM IAW CRJ700 SRM 51-42-21-001-001-A01. REMOVED /INSTALLED SAME SERVICEABLE PLATE MOUNTING FLOOR ON LBL9 BETWEEN FS.1000-FS.1015. TO FOM. IAW SRM 51-42-06-001-001-A01. REMOVED /INSTALLED14EA CROSSBEAM CLEATS ON LBL 9 FLOOR BEAM BETWEEN FS 985 TO FS 1088 TO FOM IAW CRJ700 SRM 51-42-21-001-001-A01 AND 51-42-06-001-001-A01. INSTALLED NEW SERVICEABLE NUT PLATES ON ALL ALONG THE FLOOR BEAM SECTION AT LBL9 BETWEEN FS 977 TO FS 1088 IAW CRJ700 SRM 51-42-15-001-001-A01. DISPLACED /INSTALLED BRACKET AFT FUSE ON LBL9 FS 1052 IAW CRJ700 SRM 51-42-06-001-001-A01. DISPLACED / INSTALLED SAME SERVICEABLE 6EA BRACKETS SUPPORT AT SYS PRESS LINE LBL9 BETWEEN FS 1031 TO FS 1078 TO FOM IAW CRJ700 SRM 51-42-06-001-001-A01. REMOVED DAMAGED SECTION OF FLOOR BEAM FROM FS977-1098 LBL9 IAW CRJ700 SRM 53-00-41-201-001-A01 INSTALLED NEW SERVICEABLE FLOOR BEAM LBL9 FS977-1098 PN: MM670-35301-005 IAW CRJ700 SRM 53-00-41-201-001-A01""",,0,"Claude Fable 5.1 (hand-labelled by reading each pair, 2026-09-09); rubric in docs/EVALUATION.md"
237,cross,108304,38388,AIRCRAFT IN BASE MAINTENANCE: RIGHT HORIZONTAL STABILIZER.ELEVATOR TAB CONTROL MECHANISM SPRINGS LOWER HARDWARE HAS EVIDENCE OF SURFACE RUST. REMOVED AND INSTALLED RIGHT HORIZONTAL STABILIZER ELEVATOR TAB CONTROL MECHANISM SPRINGS LOWER HARDWARE. PER AMM 27-31-34.,RECEIVED WING OVHT WARNING MESSAGE IN FLIGHT. LEFT WING. RAN QRH. MESSAGE CLEARED. REMAINED OUT OF ICING CONDITIONS. (FLIGHT 5726 FILED CLOSED)SEE EAML 1280062 FOR REPLACEMENT OF LT IBD WING A/I TEMP SENSOR. SENSOR FAILED AND WOULD NOT CONTROL WING ANTI-ICE MODULATING VALVE. RAN WING ANTI-ICE SYSTEM WITH NO OVERHEAT CONDITION. WING ANTI-ICE SYSTEM OPERATES NORMALLY IAW AMM 30-12-00.,,0,"Claude Fable 5.1 (hand-labelled by reading each pair, 2026-09-09); rubric in docs/EVALUATION.md"
238,cross,90570,120901,WHILE IN HEAVY CHECK - FORWARD PASSENGER DOOR FUSELAGE CUTOUT LOWER BEAM UPPER SURFACE FORWARD AND AFT ESCAPE SLIDE FITTING RECEPTACLES HAVE CORROSION IN THEM AT FR 16-19 AND STGR 17. REMOVED AND REPLACED FORWARD PASSENGER DOOR FUSELAGE CUTOUT LOWER BEAM. REF: SRM 51-40-08.,AIRCRAFT WAS NOT GROUNDED: EMERGENCY LIGHT ASSEMBLY LOSSE AT SEAT 10C. SECURED EMERGENCY EXIT LIGHT ASSEMBLY AT SEAT 10C. PER AMM 33-51-11.,,0,"Claude Fable 5.1 (hand-labelled by reading each pair, 2026-09-09); rubric in docs/EVALUATION.md"
239,cross,123954,123161,(LOG 0340957) E&E ACCESS DOOR CUTOUT WEB DAMAGE AT STA 344 I/B. REMOVED AND REPLACED DAMAGE WEB AT STA 344 I/B LEFT SIDE PER B737-800 SRM 51-40-05-0G AND DWG 141A8511 REV.C,CAPT SIDE EXIT ROW LIGHT COVER MISSING<[01] INSTALLED CAPT SIDE OVER WING LOWER EMERGENCY EXIT COVER PER AMM 33-51-02.,,0,"Claude Fable 5.1 (hand-labelled by reading each pair, 2026-09-09); rubric in docs/EVALUATION.md"
240,cross,65979,31213,BURNED EMERGENCY DOOR LAMP EXIT INDICATION DOOR 842 AND 843 AT PASSENGER CABIN (10 EA). REPLACED EMERGENCY DOOR LAMP IAW AMM 33-51-01-960-801 AND TEST IS OK.,SEAT 31C EMERGENCY EXIT PATH LIGHT HANGING FROM BOTTOM OF SEAT. FOUND SHROUD LOOSE READJUSTED SHROUD HOLDING EMERGENCY LIGHT AT SEAT 31C IN REFERENCE TO AMM 33-51-11,,0,"Claude Fable 5.1 (hand-labelled by reading each pair, 2026-09-09); rubric in docs/EVALUATION.md"
241,cross,93731,60019,AFTER #2 ENGINE START; DURING TAXI; WHILE STARTING #1 ENGINE; NO. 2 HAD UNCOMMANDED SHUTDOWN WITH NO INDICATIONS. <[01] PERFORMED EEC SYSTEM TEST PER AMM 71-00-00 TEST 17. TEST GOOD. NO FAULTS RECORDED. RAN BOTH ENGINES. NO DEFECTS NOTED. A/C OK FOR SERVICE.,AIRCRAFT WAS NOT GROUNDED: FORWARD LAVATORY IS DIFFICULT TO OPEN AND CLOSE. SECURED LOOSE DOOR HANDLE. PER CMM 25-46-96.,,0,"Claude Fable 5.1 (hand-labelled by reading each pair, 2026-09-09); rubric in docs/EVALUATION.md"
242,cross,39657,52511,"CORROSION, AFT WET AREA, ON LH LONGITUDINAL FLOOR BEAM AT FRAME 87 WHERE THE BEAM PASSES BETWEEN THE LH AND CENTER SHEAR PANELS. (C-CHECK RO 2/9/2024) REMOVED AND REPLACED L/H LONGITUDINAL FLOOR BEAM, FRAME 86-89, WHERE THE BEAM PASSES BETWEEN THE L/H AND CENTER SHEAR PANELS REF SRM 51-40-08. RESTORED SURFACE PROTECTION, PAINT PO: 309867, TO THE L/H LONGITUDINAL FLOOR BEAM, FRAME 86-89, WHERE THE BEAM PASSES BETWEEN THE L/H AND CENTER SHEAR PANELS REF SRM 51-23-06. THIS REPAIR DOES NOT EFFECT WEIGHT AND BALANCE","FLT # 861, BOS-SJU. ODOR EVENT ON DESCENT WITH MILD ODOR, DIRSTY SOCKS / MUSKY-ISLOATED PALK ONE OFF, AFTER 5 MIN ODOR DISSIPATED WITH PACK ONE OFF; COMPLIED WITH INFORMATION NOTICE 2017-T015 SECTION B2 SEE LOG PG 4349298-2 FOR ENGINE 1 BLEED DEFERAL. DECONTAMINATIONB LEVEL A ACCOMPLISHED PER TSM 21-00-00-615-802",,0,"Claude Fable 5.1 (hand-labelled by reading each pair, 2026-09-09); rubric in docs/EVALUATION.md"
243,cross,75301,130632,CRACK INDICATION ON STA 1016 AFT PRESSURE BULKHEAD AT S-23R<[01] REMOVED DAMAGE FROM STA 1016 BULKHEAD WEB WL 244 RBL 0.50 S-23R AND REPAIRED IAW EA 24-153-00607;[02] C/W;[03] C/W AUDIT C/W,LH HORIZONTAL STAB RIB 11 CRACKED THROUGH FASTENER HOLE AT LOWER ATTACH POINT AFT OF FWD SPAR,,0,"Claude Fable 5.1 (hand-labelled by reading each pair, 2026-09-09); rubric in docs/EVALUATION.md"
244,cross,27296,97613,CRACK FLOOR STRUCTURE BRAKE PANEL BS 540 AND RBL 1 AT PASSENGER CABIN. REPLACED FLOOR STRUCTURE BRAKE PANEL BS 540 AND BTW RBL 0 TO RBL 24.75 PASSENGER CABIN IAW SRM 51-10-02 PRAG 9; SRM 51-40-02 AND DRAWING 143A0060 SHEET: 36 REV: A.,DEFECT 733953: FWD 1L DOOR GIRT BAR PLASTIC FITTING FELL OFF GIRT BAR - - RESOLUTION: REINSTALLED FITTING PER AMM 25-66-01.,,0,"Claude Fable 5.1 (hand-labelled by reading each pair, 2026-09-09); rubric in docs/EVALUATION.md"
245,cross,85913,126835,AIRCRAFT WAS GROUNDED: FOUND ESPU UNIT AFT L FAULT. R & R AFT EPSU UNIT (AALA202409179072) AND BATTERY (AALA202409171928) IAW AMM 33-51-38.,CRACK CORRUGATED PLATE TRAILING EDGE LOCATED IRSS 216 AT RT WING 2024-685547<[01] REPLACED CORRUGATED PLATE TRAILING EDGE LOCATED IRSS 216 AT RT WING IAW B737-700 SRM 51-10-02 PARAGRAPH 9 AND SRM 51-40-02.;[02] REPLACED CORRUGATED PLATE TRAILING EDGE LOCATED IRSS 216 AT RT WING IAW B737-700 SRM 51-10-02 PARAGRAPH 9 AND SRM 51-40-02.,,0,"Claude Fable 5.1 (hand-labelled by reading each pair, 2026-09-09); rubric in docs/EVALUATION.md"
246,cross,136455,32355,CRACKS FOUND AROUND FASTENERS ON 2 INTERCOASTALS ON FLOOR STRUCTURE BETWEEN RBL 13 TO RBL 8; BS 907-927; WL 156.<[01] UPON FURTHER INVESTIGATION NO ALLOWABLE DAMAGE FOUND PER SRM; REPAIR BY REPLACEMENT OF PARTS. REMOVED AND REPLACED 2EA INTERCOSTALS BETWEEN RBL 13 TO RBL 8; BS 907-927 IAW BOEING DWG 147A7221 AND SRM 51-40-02;[02] VERIFIED,SHIP 3253 DISC: 16F EMERGENCY EXIT HANDLE LIGHT INOP. C/A: RELAMPED EMERGENCY EXIT HANDLE LIGHT REF A320 AMM 33-51-11-000- 001-A. OPS CK GOOD. (LP: 6204543),,0,"Claude Fable 5.1 (hand-labelled by reading each pair, 2026-09-09); rubric in docs/EVALUATION.md"
247,cross,114035,123017,AIRCRAFT WAS GROUNDED: AN EMERGENCY WAS NOT DECLARED DUE TO: PWS FAIL WEATHER RADAR RIGHT AMBER CAUTION ILLUMINATED ON BOTH PFDS. AIRCRAFT DIVERTED TO AND LANDED SAFELY AT DFW. RESET WEATHER RADAR TRANSCEIVER ACCOMPLISHED. PER FIM 34-41-00-810-818.,"LOSS OF GREEN HYD QTY RESULTED IN ECAM HYD G RSVR LO LVL. FOUND CRACK ON NUMBER ONE ENG RETURN LINE FROM THRUST REVERSER SHUTOFF VALVE DUE TO BROKEN CLAMP , SEE PHOTO FOR LOCATION. REMOVED AND REPLACED HYDRAULIC LINE REF IPC 29-11-06-02L ITEM 260 REQUIRES LEAK CHECK PARTS USED: 18-2911-3-0077,QTY :1 REMOVED AND REPLACED HYDRAULIC LINE REF IPC 29-11-06-02L ITEM 260 LEAK CHECK GOOD",,0,"Claude Fable 5.1 (hand-labelled by reading each pair, 2026-09-09); rubric in docs/EVALUATION.md"
248,cross,69324,113063,"ROW 11/12 EMERGENCY LIGHT IS INOPERATIVE. ""TRANSFERRED TO NRWC 742-ORD-01366"" RAR ELPU4 REF NRWC 742-ORD-01366. OPS CHECK GOOD.",AIRCRAFT WAS GROUNDED: AN EMERGENCY WAS DECLARED DUE TO: HYDRAULIC LOW PRESSURE LIGHT FOR ENGINE NUMBER 1 AFTER CAME ON AFTER TAKEOFF; AIRCRAFT AIR INTERRUPTED BACK TO AND LANDED SAFELY AT DFW. REMOVED AND REPLACED NUMBER 1 ENGINE HYDRAULIC PRESSURE HOSE (AALA202410236580) AND QD FITTING (AALA202410234131). PER AMM 71-00-02.,,0,"Claude Fable 5.1 (hand-labelled by reading each pair, 2026-09-09); rubric in docs/EVALUATION.md"
249,cross,29612,71004,"LEFT MAIN LANDING GEAR,MID DOOR FWD LOWER CORNER APPEARS TO BE CRACKED. ACCOMPLISHED REPAIR AT L/H MLG MID DOOR IAW SRM 52-80-02-3R-3 REPAIR 3.",LEFT STRINGER 26 IS CORRODED FROM STA 360 TO STA 380 REPAIRED STRINGER 25LEFT BETWEEN STATION 360-380 PER SRM 53-00-53-2R-1. REFERENCE BAM NON-ROUTINE # 2908042 FOR REPAIR.,,0,"Claude Fable 5.1 (hand-labelled by reading each pair, 2026-09-09); rubric in docs/EVALUATION.md"
250,cross,43508,60150,FWD CABIN L/H SIDE WALL INTERCOSTAL FWD END CRACKED BETWEEN STA 294.5 & STA 303.9 S-16L MKD DOT<[01] REMOVED AND REPLACED FWD CABIN L/H SIDE WALL INTERCOSTAL BETWEEN STA 294.5 & STA 303.9 S-16L AS PER SRM 51-40-02-0G-0 AND DRAWING 141A8180.;[02] REMOVED AND REPLACED FWD CABIN L/H SIDE WALL INTERCOSTAL BETWEEN STA 294.5 & STA 303.9 S-16L AS PER SRM 51-40-02-0G-0 AND DRAWING 141A8180.;[03] RII VERIFIED STEP 2,"EXIT SIGN NEXT TO DOOR L1 FELL OFF. GROUNDED - YES. (RESOLVED ON W/O: 1989143 TASKCARD: N/R-00002 ) REMOVED AND REPLACED L1 DOOR EXIT SIGN LIGHT ASSEMBLY REF AMM TASK 33-51-01-960-802, OPS CHECK GOOD THIS CLEARS PLT C/N 16048569.",,0,"Claude Fable 5.1 (hand-labelled by reading each pair, 2026-09-09); rubric in docs/EVALUATION.md"
251,cross,31454,113737,IN-CORRECTED EMERGENCY LENS ON DOOR L2 AT AFT GALLEY AREA 2024-758994<[01] REPLACED EMERGENCY LENS ON DOOR L2 AT AFT GALLEY AREA IAW B737-700 AMM 33-51-01-960-802 STEP 3.C.(D)(6)(7)(10)(13);[02] CORRECTED STEP 1: REPLACED EMERGENCY LENS ON DOOR L2 AT AFT GALLEY AREA IAW B737-700 AMM 33-51-01-960-802 STEP 3.C.(5)(D)(6)(7)(10) TEST IS OK;[03] REPLACED EMERGENCY LENS ON DOOR L2 AT AFT GALLEY AREA IAW B737-700 AMM 33-51-01-960-802 STEP 3.C.(5)(D)(6)(7)(10) TEST IS OK,"AIRCRAFT IN BASE MAINTENANCE: CORROSION ON FORWARD CABIN FLOOR SEAT TRACK AT FR 21 AND -Y1292. REPLACED SEAT TRACK PER SRM 51-72-11,",,0,"Claude Fable 5.1 (hand-labelled by reading each pair, 2026-09-09); rubric in docs/EVALUATION.md"
252,cross,126433,102856,CRACK WEB OUTBOARD FAN COWL ON ENGINE 2 2024-318208<[01] REPLACED WEB OUTBOARD FAN COWL ON ENGINE 2 IAW B737-800 SRM 51-40-02-0G-0 AND CMM 71-13-30;[02] REPLACED WEB OUTBOARD FAN COWL ON ENGINE 2 IAW B737-800 SRM 51-40-02-0G-0 AND CMM 71-13-30 TOOL USED CALIPER PN:500-196-30 SN:A21033522 DUE DATE :22/DEC/24;[03] CERTIFIED WORK PERFORMED.,RIGHT WING T/E UPPER SURFACE PANEL AT ORSS 280 TRANSVERSE WEB L-CLIP AT O/B END COMMON TO DEFLECTION RIB IS CRACKED<[01] REMOVED AND REPLACED L-CLIP ON O/B END OF TRANSVERSE WEB AT ORSS 280 RIGHT WING T/E UPPER PANEL IAW SRM 51-40-02-0G-0 PARA. 4.;[02] VERIFIED CORRECTIVE ACTION ITEM 1; CARD COMPLETE.,,0,"Claude Fable 5.1 (hand-labelled by reading each pair, 2026-09-09); rubric in docs/EVALUATION.md"
253,cross,134374,101304,AIRCRAFT WAS NOT GROUNDED: R2 EMERGENCY EXIT DOOR ARMING LEVER LOOSE. MAINTENANCE RESECURED ARMING LEVER AND ACCOMPLISHED A SATISFACTORY OPERATIONAL CHECK PER AMM 20-21-00.,"AIRCRAFT IN BASE MAINTENANCE: CORROSION ON AFT CARGO COMPARTMENT TRANSITION PANEL AT STA 755, LBL 24. REPAIRED TRANSITION PANEL PER SRM 53-00-53-2R.",,0,"Claude Fable 5.1 (hand-labelled by reading each pair, 2026-09-09); rubric in docs/EVALUATION.md"
254,cross,54516,52753,"ON DECENT FLAPS LOCKED OUT NEAR ZERO WITH SLIGHT ASYMETRY OF 1/8"" ON FLAP INDICATOR. USED ALERNATE FLAP EXTENTION AND LE FLAPS EXTENDED. (EMERGENCY DECLARED ) - RESOLUTION: FOUND FAULT CODE 27-53254. REPLACED #5 & #6 SKEW SENSO ON RIGHTHAND WING. CHECK WIRES AND CANNON. ALL OK PER FIM 27-59-805 & AMM 27-59-01-000-804. FLAPS OPERATE NORMAL WITH NO SPLITS.",FLOOR PANEL 231ZF UPPER SKIN HAS AREAS OF PULLED STRANDS. REPLACEMENT 231ZF FLOOR PANEL WAS FABRICATED IAW SRM 53-00-50-2R-0.,,0,"Claude Fable 5.1 (hand-labelled by reading each pair, 2026-09-09); rubric in docs/EVALUATION.md"
255,cross,52379,99653,"AIRCRAFT IN BASE MAINTENANCE: CRACK IN PASSENGER CABIN FLOOR SUPPORT INTERCOSTAL SUPPORT ANGLE AT STA 390, RBL 11. REPLACED SUPPORT ANGLE PER AARD 51-00-05-1.",AIRCRAFT IN BASE MAINTENANCE: FORWARD PASSENGER / CREW DOOR 841 GIRT BAR IS MISSING THE ORANGE PLACARD. INSTALLED NEW ORANGE PLACARD ON THE GIRT BAR PER AMM 11-00-00.,,0,"Claude Fable 5.1 (hand-labelled by reading each pair, 2026-09-09); rubric in docs/EVALUATION.md"
256,cross,43629,80980,TOD AT 380; NR 1 ENG EXPERIENCED VIBRATION/SHUTTER W/ROLLBACK. ENGINE RECOVERED; THEN ANOTHER SHUDDER; THEN ROLLBACK SHUTDOWN ENGINE AND CONTINUED TO DEN. NO EGT LIMITS EXCEEDED. ON LANDING; BOTH (CONTD) (CONTD FROM ABOVE) ENGINE CONTROL LIGHTS ILLUMINATED<[01] R+R ENG #1 FUEL PUMP IAW AMM 73-11-11. R+R ENG #1 HMU IAW AMM 73-21-10. OPS CHECK GOOD. POWER ASSURANCE CHECK GOOD. REF WO-69101538 FOR OTHER WORK PERFORMED. CW RII INSPECTIONS PER MT 773-21-10 AND MPM 10.02,"SHIP 3258 DISC: MUSTY/""DIRTY SOCK"" ODOR NOTED IN THE FLIGHT DECK WHEN FIRST ARRIVED AT A/C. C/A: OIL CAME OUT APU INLET DOOR. PERFORMED DECONTAMINATE THE ECS PER WORK CARD 2100-2005 STEP 1-6 SS 033611. COMPLETED WORK CARD 2100-2005 CABIN RECIRC FILTERS REPLACED. NO ODORS DETECTED POST BURN OUT W/ PACKS ON. DEFERRING APU FOR OIL LEAK REPAIR- LOG 5578045 MTC PERFORMED AS DIRECTED BY WORK CARD 0550-2002. (LP: 5578044)",,0,"Claude Fable 5.1 (hand-labelled by reading each pair, 2026-09-09); rubric in docs/EVALUATION.md"
257,cross,25863,100833,AIRCRAFT WAS NOT GROUNDED: 3R DOOR SLIDE ARMING HANDLE IS LOOSE AND DIFFICULT TO ARM. MAINTENANCE RESECURED HANDLE HARDWARE ON THE 3R DOOR AND ACCOMPLISHED A SATISFACTORY OPERATIONAL CHECK PER AMM 52-20-00.,"AIRCRAFT IN BASE MAINTENANCE: CORROSION ON AFT CARGO COMPARTMENT FLOOR STRUCTURE TRANSITION PANEL FROM STA 727 PLUS 4 INCHES TO 727B PLUS 7 INCHES, S25R. REPAIRED TRANSITION PANEL PER SRM 53-00-53-2R-5.",,0,"Claude Fable 5.1 (hand-labelled by reading each pair, 2026-09-09); rubric in docs/EVALUATION.md"
258,cross,1528,45715,FRAME FS319 AT STR 21L HAS CORROSION (C-CHECK RO 2/18/2024) INSTALLED NEW FRAME SECTOR FS319 FROM STR 18L - STR 21L REF CRJ-700 SRM 51-42-06-001-001-A01 AND SRM 51-42-21-001-001-A01 AND DWG SH670-31810 REV AE. COMPLIED WITH SKY WEST TC 51-900-1002-SKY.,SEAT 11AC-13AC & 21FD-23FD MISSING PIECES OF EMERGENCY PHOTOLUMINESCENT INDICATOR STRIP LIGHTS. RAR SEAT 11AC-13AC & 21FD-23FD PIECES OF EMERGENCY PHOTOLUMINESCENT INDICATOR STRIP LIGHTS. IAW AMM 33-50-21/400.,,0,"Claude Fable 5.1 (hand-labelled by reading each pair, 2026-09-09); rubric in docs/EVALUATION.md"
259,cross,67363,74400,AIRCRAFT WAS NOT GROUNDED: AFT FLIGHT ATTENDANT RIGHT HAND OUTBOARD EMERGENCY FLASHLIGHT NOT WORKING. REMOVED AND REPLACED AFT FLIGHT ATTENDANT RIGHT HAND OUTBOARD EMERGENCY FLASHLIGHT BATTERY. PER AMM 25-64-00.,"FLT#1255, FLL-GYE. (AIRCRAFT PERFORMED AN AIR TURN BACK TO FLL) 'DURING CRUISE FLIGHT ON ND DISPLAY. -AMBER ""WX WEAK"" -RED ""R/T FAULT"" -TURNED RADAR OFF THEN ON OPERATED NORMALLY FOR 30 MINS THEN R/T FAULT; FOUND RADAR DRIVE UNIT AT FAULT. REMOVED AND REPLACED IAW MM 34-41-11, OPS CHECK GOOD.'",,0,"Claude Fable 5.1 (hand-labelled by reading each pair, 2026-09-09); rubric in docs/EVALUATION.md"
260,cross,49501,67692,AFT SERVICE DOOR EMERGENCY LIGHT INOP<[01] RE-LAMPED SLIDE LIGHT IAW AMM 33-51-04. OPS CHECK GOOD.,AIRCRAFT WAS NOT GROUNDED: R1 DOOR DAMPER AND EMERGENCY OPERATION CYLINDER PRESSURE LOW. SERVICED DOOR DAMPER AND EMERGENCY OPERATION CYLINDER PER AMM 52-22-00.,,0,"Claude Fable 5.1 (hand-labelled by reading each pair, 2026-09-09); rubric in docs/EVALUATION.md"
261,cross,37950,117938,CRACK ANGLE LOC BS500H AFT FACE AND STRINGER 26R AT FWD CARGO COMPARTMENT 2024-402194<[01] REPLACED ANGLE - CLIP AND FASTENERS LOC. BS500H AFT FACE AND STRINGER 26R AT FWD CARGO COMPARTMENT B737-800 SRM 51-40-02-0G-0;SRM 51-10-02-0G-0 DWG 143A7505; SHEET 109; REV.- SEE INDIVIDUAL SIGN OFF BELLOW.;[02] CORRECTED STEP 1: REPLACED ANGLE - CLIP AND FASTENERS LOC. BS500H AFT FACE AND STRINGER 26R AT FWD CARGO COMPARTMENT B737-800 SRM 51-40-02-0G-0;SRM 51-10-02-0G-0 DWG 143A7505; SHEET 108;SHEET 109; REV.- SEE INDIVIDUAL SIGN OFF BELLOW.;[03] REPLACED ANGLE - CLIP AND FASTENERS LOC. BS500H AFT FACE AND STRINGER 26R AT FWD CARGO COMPARTMENT B737-800 SRM 51-40-02-0G-0;SRM 51-10-02-0G-0 DWG 143A7505; SHEET 108;SHEET 109; REV.- SEE INDIVIDUAL SIGN OFF BELLOW.,ETOPS - FOUND #1 GREEN HYD CASE DRAIN FILTER ASSY MISSING. INSTALLED #1 GREEEN HYD CASE DRAIN FILTER ASSY PER AMM 29-11-43-803-A. PENDING OPS AND LEAK. OPS & LEAK CHECK OK. OK FOR SVC.,,0,"Claude Fable 5.1 (hand-labelled by reading each pair, 2026-09-09); rubric in docs/EVALUATION.md"
262,cross,113517,69936,"CORROSION ON LOWER TROLLEY RETAINER BLOCKS ON GALLEY G1 AT FWD GALLEY AREA. COMPLIED WITH ERA 630077-14 REV. ORIGINAL APPROVED DATE: 07-NOV- 25 MATCHES WITH ALL STEPS ON ERA 630077-14 REV. ORIGINAL, PRI REV0 AND PRI REV.1, IT HAS BEEN VALIDATED, PERFORMED REPAIR INSTRUCTIONS ON GALLEY G1.JOB COMPLETE ASSOCIATED ER/A 00-630077 ADDED FOR AC 3261. (LP: 1300850)","DURING THE FIELD ACCIDENT INVESTIGATION FOR N823KD CL604 S/N 5584, IT WAS MENTIONED THAT SEVERAL YEARS AGO A CHALLENGER 600 SERIES, DURING TAXI ACROSS AN ACTIVE RUNWAY, HAD A DUAL ENGINE FAILURE CAUSED BY THE AUTO THROTTLE SYSTEM. IN AN INTERNAL INVESTIGATION, TO TEST THAT THEORY, A RECENT SIMULATION WAS PERFORMED ON A CL-604 WITH THE SAFEFLIGHT ENHANCED AUTOPOWER AUTO THROTTLE SYSTEM INSTALLED WITH STC SA8191NM-D AND THROTTLE QUADRANT P/N C88627-1. THE TEST WAS PERFORMED TO SEE IF, WHEN THE THROTTLE LEVER CUTOFF SWITCHES WERE UNLATCHED, THE AUTO THROTTLE WOULD DRIVE TO CUTOFF POSITION EFFECTIVELY SHUTTING DOWN BOTH ENGINES. IT WAS CONFIRMED THE AUTO THROTTLE DOES DRIVE PAST THE IDLE GATE TO THE CUTOFF POSITION",,0,"Claude Fable 5.1 (hand-labelled by reading each pair, 2026-09-09); rubric in docs/EVALUATION.md"
263,cross,96242,59975,PITTING FOUND ON #1 ENGINE COWL LIP SKIN AT 11 OCLOCK POSITION LOCATED ON #1 ENG COWL LIP SKIN LOCATED AROUND 10:30-12 POSITION. MULTIPLE PITTING AND DISCOLORATION SPOTS. DEEPEST OF THE PITTING IS 0.0045. TSR TRACKING# 2024002349<[01] PERFORMED E/A# 24-154-00908 PER SRM 54-10-01-1A-1 NO FURTHER DEFECTS FOUND.,AIRCRAFT WAS NOT GROUNDED: FLIGHT ATTENDANTS REPORT AFT LEFT LAVATORY DOOR DOES NOT OPEN OR CLOSE PROPERLY. LUBRICATED AFT LEFT LAVATORY DOOR AS REQUIRED.,,0,"Claude Fable 5.1 (hand-labelled by reading each pair, 2026-09-09); rubric in docs/EVALUATION.md"
264,cross,44980,74293,EMERGENCY EXIT BATTERY PACK M1675 WILL NOT CHARGE<[01] OPS CHECKED M1675 BATTERY IAW AMM 33-51-06-960-805; NO FAULT FOUND; OPS CHECK GOOD;[02] VERIFIED ITEM 1 C/W,"AIRCRAFT IN BASE MAINTENANCE: CORROSION ON AFT CARGO COMPARTMENT FLOOR STRUCTURE TRANSITION PANEL FROM STA 797 TO STA 767, S25L. REPLACED TRANSITION PANEL PER AARD 51-00-05-1 AND SRM 51-40-02.",,0,"Claude Fable 5.1 (hand-labelled by reading each pair, 2026-09-09); rubric in docs/EVALUATION.md"
